iteration,timestamp,nvehicles,ntripupdates,what,wall,cpu
2118,1567075083,258,197,"updating network state",0.462081,1.15
2118,1567075083,258,197,"predicting ETAs",652.308,1587.57
2118,1567075083,258,197,"writing ETAs to protobuf feed",265.63,288.151
2119,1567075113,259,198,"loading vehicle positions",16.4521,5.956
2119,1567075113,259,198,"updating vehicle information",1.21543,1.215
2119,1567075113,259,198,"updating vehicle states",1650.15,4540.65
2119,1567075113,259,198,"updating network state",0.426091,1.266
2119,1567075113,259,198,"predicting ETAs",575.884,1269.05
2119,1567075113,259,198,"writing ETAs to protobuf feed",269.373,289.894
2120,1567075143,258,193,"loading vehicle positions",16.1002,5.803
2120,1567075143,258,193,"updating vehicle information",1.20324,1.203
2120,1567075143,258,193,"updating vehicle states",1880.71,5442.22
2120,1567075143,258,193,"updating network state",0.455003,1.281
2120,1567075143,258,193,"predicting ETAs",1858.22,3019.67
2120,1567075143,258,193,"writing ETAs to protobuf feed",266.33,288.659
2121,1567075173,260,198,"loading vehicle positions",16.2928,5.812
2121,1567075173,260,198,"updating vehicle information",1.22159,1.221
2121,1567075173,260,198,"updating vehicle states",1829.98,4683.09
2121,1567075173,260,198,"updating network state",0.556458,1.574
2121,1567075173,260,198,"predicting ETAs",543.599,1337.79
2121,1567075173,260,198,"writing ETAs to protobuf feed",264.354,286.143
2122,1567075203,262,199,"loading vehicle positions",19.1076,7.86
2122,1567075203,262,199,"updating vehicle information",2.79259,2.643
2122,1567075203,262,199,"updating vehicle states",1762.46,4988.8
2122,1567075203,262,199,"updating network state",0.492177,1.456
2122,1567075203,262,199,"predicting ETAs",576.185,1330.94
2122,1567075203,262,199,"writing ETAs to protobuf feed",267.263,289.641
2123,1567075234,259,199,"loading vehicle positions",16.6651,5.826
2123,1567075234,259,199,"updating vehicle information",1.18256,1.182
2123,1567075234,259,199,"updating vehicle states",1721.33,4920.58
2123,1567075234,259,199,"updating network state",0.499682,0.999
2123,1567075234,259,199,"predicting ETAs",588.066,1428.73
2123,1567075234,259,199,"writing ETAs to protobuf feed",274.554,294.839
2124,1567075265,258,196,"loading vehicle positions",20.4902,6.806
2124,1567075265,258,196,"updating vehicle information",1.68123,1.648
2124,1567075265,258,196,"updating vehicle states",2016.62,5284.77
2124,1567075265,258,196,"updating network state",0.587298,1.454
2124,1567075265,258,196,"predicting ETAs",645.47,1623.85
2124,1567075265,258,196,"writing ETAs to protobuf feed",267.142,289.609
2125,1567075296,259,196,"loading vehicle positions",16.103,5.821
2125,1567075296,259,196,"updating vehicle information",1.22948,1.229
2125,1567075296,259,196,"updating vehicle states",1826.85,5194.31
2125,1567075296,259,196,"updating network state",0.45535,1.357
2125,1567075296,259,196,"predicting ETAs",569.948,1358.75
2125,1567075296,259,196,"writing ETAs to protobuf feed",265.97,286.487
2126,1567075324,254,198,"loading vehicle positions",16.1466,5.717
2126,1567075324,254,198,"updating vehicle information",1.21613,1.216
2126,1567075324,254,198,"updating vehicle states",1939.56,4798.37
2126,1567075324,254,198,"updating network state",0.481512,1.225
2126,1567075324,254,198,"predicting ETAs",675.383,1360.14
2126,1567075324,254,198,"writing ETAs to protobuf feed",282.298,295.404
2127,1567075354,253,198,"loading vehicle positions",15.5266,5.478
2127,1567075354,253,198,"updating vehicle information",1.19037,1.19
2127,1567075354,253,198,"updating vehicle states",1608.36,4607.69
2127,1567075354,253,198,"updating network state",0.477804,0.869
2127,1567075354,253,198,"predicting ETAs",546.286,1281.2
2127,1567075354,253,198,"writing ETAs to protobuf feed",424.085,321.843
2128,1567075383,251,195,"loading vehicle positions",15.5891,5.449
2128,1567075383,251,195,"updating vehicle information",1.1882,1.188
2128,1567075383,251,195,"updating vehicle states",1534.57,4441.82
2128,1567075383,251,195,"updating network state",0.472849,1.163
2128,1567075383,251,195,"predicting ETAs",615.621,1487.38
2128,1567075383,251,195,"writing ETAs to protobuf feed",265.973,286.494
2129,1567075413,252,194,"loading vehicle positions",15.7083,5.424
2129,1567075413,252,194,"updating vehicle information",1.21903,1.218
2129,1567075413,252,194,"updating vehicle states",1913.63,4956.2
2129,1567075413,252,194,"updating network state",0.456085,0.912
2129,1567075413,252,194,"predicting ETAs",594.825,1420.08
2129,1567075413,252,194,"writing ETAs to protobuf feed",263.845,285.325
2130,1567075444,257,195,"loading vehicle positions",15.4302,5.312
2130,1567075444,257,195,"updating vehicle information",1.26253,1.262
2130,1567075444,257,195,"updating vehicle states",1830.25,4848.48
2130,1567075444,257,195,"updating network state",0.449471,1.08
2130,1567075444,257,195,"predicting ETAs",2499.61,3598.37
2130,1567075444,257,195,"writing ETAs to protobuf feed",671.561,320.855
2131,1567075474,256,197,"loading vehicle positions",15.7335,5.349
2131,1567075474,256,197,"updating vehicle information",1.16705,1.167
2131,1567075474,256,197,"updating vehicle states",1980.6,5519.25
2131,1567075474,256,197,"updating network state",0.529634,1.235
2131,1567075474,256,197,"predicting ETAs",590.709,1362.17
2131,1567075474,256,197,"writing ETAs to protobuf feed",272.701,293.014
2132,1567075504,254,197,"loading vehicle positions",17.6208,7.048
2132,1567075504,254,197,"updating vehicle information",2.59991,1.894
2132,1567075504,254,197,"updating vehicle states",2223.61,4774.56
2132,1567075504,254,197,"updating network state",0.476522,0.989
2132,1567075504,254,197,"predicting ETAs",611.539,1314.69
2132,1567075504,254,197,"writing ETAs to protobuf feed",264.104,286.397
2133,1567075534,257,199,"loading vehicle positions",15.7909,5.744
2133,1567075534,257,199,"updating vehicle information",1.26714,1.267
2133,1567075534,257,199,"updating vehicle states",1942.67,5023.19
2133,1567075534,257,199,"updating network state",0.444724,1.334
2133,1567075534,257,199,"predicting ETAs",578.014,1430.94
2133,1567075534,257,199,"writing ETAs to protobuf feed",266.14,286.663
2134,1567075563,253,193,"loading vehicle positions",15.8309,5.519
2134,1567075563,253,193,"updating vehicle information",1.1317,1.132
2134,1567075563,253,193,"updating vehicle states",1894.19,5202.14
2134,1567075563,253,193,"updating network state",0.469578,1.392
2134,1567075563,253,193,"predicting ETAs",586.552,1347.35
2134,1567075563,253,193,"writing ETAs to protobuf feed",272.944,293.434
2135,1567075595,248,195,"loading vehicle positions",16.4045,5.775
2135,1567075595,248,195,"updating vehicle information",1.22509,1.225
2135,1567075595,248,195,"updating vehicle states",1840.81,4814.98
2135,1567075595,248,195,"updating network state",0.460303,0.899
2135,1567075595,248,195,"predicting ETAs",516.962,1230.05
2135,1567075595,248,195,"writing ETAs to protobuf feed",267.327,287.803
2136,1567075624,247,193,"loading vehicle positions",16.0951,5.518
2136,1567075624,247,193,"updating vehicle information",1.2335,1.233
2136,1567075624,247,193,"updating vehicle states",1913.16,5048.32
2136,1567075624,247,193,"updating network state",0.552994,1.58
2136,1567075624,247,193,"predicting ETAs",714.604,1499.82
2136,1567075624,247,193,"writing ETAs to protobuf feed",272.798,295.056
2137,1567075654,246,193,"loading vehicle positions",15.7166,5.547
2137,1567075654,246,193,"updating vehicle information",1.23127,1.231
2137,1567075654,246,193,"updating vehicle states",1722.77,4807.52
2137,1567075654,246,193,"updating network state",0.486401,0.973
2137,1567075654,246,193,"predicting ETAs",519.392,1233.23
2137,1567075654,246,193,"writing ETAs to protobuf feed",268.034,287.197
2138,1567075685,248,198,"loading vehicle positions",24.1497,6.325
2138,1567075685,248,198,"updating vehicle information",1.2291,1.229
2138,1567075685,248,198,"updating vehicle states",1803.86,4640.28
2138,1567075685,248,198,"updating network state",0.514203,0.617
2138,1567075685,248,198,"predicting ETAs",564.597,1253.73
2138,1567075685,248,198,"writing ETAs to protobuf feed",264.391,286.442
2139,1567075716,247,198,"loading vehicle positions",15.7471,5.472
2139,1567075716,247,198,"updating vehicle information",1.18882,1.189
2139,1567075716,247,198,"updating vehicle states",1874.81,4837.36
2139,1567075716,247,198,"updating network state",0.504628,0.655
2139,1567075716,247,198,"predicting ETAs",716.146,1565.79
2139,1567075716,247,198,"writing ETAs to protobuf feed",269.401,291.712
2140,1567075744,248,192,"loading vehicle positions",21.1966,6.18
2140,1567075744,248,192,"updating vehicle information",1.70397,1.669
2140,1567075744,248,192,"updating vehicle states",1669.1,4387.87
2140,1567075744,248,192,"updating network state",0.488085,0.972
2140,1567075744,248,192,"predicting ETAs",1444.51,2446.46
2140,1567075744,248,192,"writing ETAs to protobuf feed",259.605,281.919
2141,1567075774,248,192,"loading vehicle positions",15.5604,5.175
2141,1567075774,248,192,"updating vehicle information",1.20248,1.203
2141,1567075774,248,192,"updating vehicle states",1505.21,4322.73
2141,1567075774,248,192,"updating network state",0.455698,1.087
2141,1567075774,248,192,"predicting ETAs",555.219,1381.8
2141,1567075774,248,192,"writing ETAs to protobuf feed",259.229,281.429
2142,1567075805,247,189,"loading vehicle positions",40.6635,5.098
2142,1567075805,247,189,"updating vehicle information",1.17701,1.161
2142,1567075805,247,189,"updating vehicle states",1442.74,4219.68
2142,1567075805,247,189,"updating network state",0.480628,0.961
2142,1567075805,247,189,"predicting ETAs",591.932,1353.29
2142,1567075805,247,189,"writing ETAs to protobuf feed",257.623,277.79
2143,1567075833,245,188,"loading vehicle positions",17.729,6.122
2143,1567075833,245,188,"updating vehicle information",1.77752,1.777
2143,1567075833,245,188,"updating vehicle states",1670.59,4492.31
2143,1567075833,245,188,"updating network state",0.439161,1.318
2143,1567075833,245,188,"predicting ETAs",462.73,1159.37
2143,1567075833,245,188,"writing ETAs to protobuf feed",260.888,281.364
2144,1567075863,247,186,"loading vehicle positions",15.5801,4.845
2144,1567075863,247,186,"updating vehicle information",1.15668,1.156
2144,1567075863,247,186,"updating vehicle states",1615.62,4287.85
2144,1567075863,247,186,"updating network state",0.456207,1.354
2144,1567075863,247,186,"predicting ETAs",813.948,1503.86
2144,1567075863,247,186,"writing ETAs to protobuf feed",262.147,282.665
2145,1567075894,246,186,"loading vehicle positions",18.727,7.85
2145,1567075894,246,186,"updating vehicle information",2.11985,2.12
2145,1567075894,246,186,"updating vehicle states",1834.31,4412.43
2145,1567075894,246,186,"updating network state",0.431178,1.066
2145,1567075894,246,186,"predicting ETAs",465.795,1180.56
2145,1567075894,246,186,"writing ETAs to protobuf feed",258.538,279.874
2146,1567075923,241,181,"loading vehicle positions",14.7337,4.841
2146,1567075923,241,181,"updating vehicle information",1.16249,1.155
2146,1567075923,241,181,"updating vehicle states",1656.2,4247.06
2146,1567075923,241,181,"updating network state",0.397978,1.194
2146,1567075923,241,181,"predicting ETAs",460.95,1161.54
2146,1567075923,241,181,"writing ETAs to protobuf feed",259.141,280.193
2147,1567075953,238,180,"loading vehicle positions",15.1107,4.943
2147,1567075953,238,180,"updating vehicle information",1.12469,1.124
2147,1567075953,238,180,"updating vehicle states",1711.26,4201.27
2147,1567075953,238,180,"updating network state",0.75318,2.009
2147,1567075953,238,180,"predicting ETAs",460.024,1184.56
2147,1567075953,238,180,"writing ETAs to protobuf feed",256.432,278.747
2148,1567075984,239,178,"loading vehicle positions",15.1358,4.785
2148,1567075984,239,178,"updating vehicle information",1.09959,1.099
2148,1567075984,239,178,"updating vehicle states",1746.49,4087.36
2148,1567075984,239,178,"updating network state",0.467876,1.404
2148,1567075984,239,178,"predicting ETAs",475.704,1144.25
2148,1567075984,239,178,"writing ETAs to protobuf feed",259.326,279.803
2149,1567076014,240,176,"loading vehicle positions",14.7914,4.649
2149,1567076014,240,176,"updating vehicle information",1.12161,1.122
2149,1567076014,240,176,"updating vehicle states",1611.89,4042.75
2149,1567076014,240,176,"updating network state",0.435398,0.872
2149,1567076014,240,176,"predicting ETAs",857.846,1428.98
2149,1567076014,240,176,"writing ETAs to protobuf feed",255.073,277.267
2150,1567076044,237,174,"loading vehicle positions",14.8485,4.513
2150,1567076044,237,174,"updating vehicle information",1.10892,1.109
2150,1567076044,237,174,"updating vehicle states",1792.65,4080.89
2150,1567076044,237,174,"updating network state",0.415149,1.009
2150,1567076044,237,174,"predicting ETAs",1533.53,2312.31
2150,1567076044,237,174,"writing ETAs to protobuf feed",259.624,278.983
2151,1567076074,237,175,"loading vehicle positions",17.7735,7.093
2151,1567076074,237,175,"updating vehicle information",1.70888,1.709
2151,1567076074,237,175,"updating vehicle states",1272.08,3744.03
2151,1567076074,237,175,"updating network state",0.426539,1.28
2151,1567076074,237,175,"predicting ETAs",496.33,1292.79
2151,1567076074,237,175,"writing ETAs to protobuf feed",253.96,276.344
2152,1567076103,232,168,"loading vehicle positions",14.3653,4.254
2152,1567076103,232,168,"updating vehicle information",1.0866,1.087
2152,1567076103,232,168,"updating vehicle states",1719.52,4443.04
2152,1567076103,232,168,"updating network state",0.537747,1.296
2152,1567076103,232,168,"predicting ETAs",456.96,1248.14
2152,1567076103,232,168,"writing ETAs to protobuf feed",253.144,274.195
2153,1567076133,236,174,"loading vehicle positions",14.6421,4.362
2153,1567076133,236,174,"updating vehicle information",1.11739,1.117
2153,1567076133,236,174,"updating vehicle states",1544.28,3961.83
2153,1567076133,236,174,"updating network state",0.416769,1.186
2153,1567076133,236,174,"predicting ETAs",520.503,1166.49
2153,1567076133,236,174,"writing ETAs to protobuf feed",256.116,277.977
2154,1567076164,236,169,"loading vehicle positions",13.5337,3.298
2154,1567076164,236,169,"updating vehicle information",1.0834,1.083
2154,1567076164,236,169,"updating vehicle states",1316.12,3719.37
2154,1567076164,236,169,"updating network state",0.432033,1.098
2154,1567076164,236,169,"predicting ETAs",432.67,1074.6
2154,1567076164,236,169,"writing ETAs to protobuf feed",256.49,278.853
2155,1567076194,239,169,"loading vehicle positions",13.23,3.188
2155,1567076194,239,169,"updating vehicle information",1.0949,1.095
2155,1567076194,239,169,"updating vehicle states",1574.61,4270.74
2155,1567076194,239,169,"updating network state",0.536426,1.527
2155,1567076194,239,169,"predicting ETAs",692.776,1540.62
2155,1567076194,239,169,"writing ETAs to protobuf feed",254.272,276.527
2156,1567076224,240,166,"loading vehicle positions",13.2175,3.102
2156,1567076224,240,166,"updating vehicle information",1.10228,1.102
2156,1567076224,240,166,"updating vehicle states",1498.63,3931.01
2156,1567076224,240,166,"updating network state",0.443779,1.132
2156,1567076224,240,166,"predicting ETAs",636.146,1272.41
2156,1567076224,240,166,"writing ETAs to protobuf feed",255.083,277.175
2157,1567076253,243,168,"loading vehicle positions",14.5481,4.373
2157,1567076253,243,168,"updating vehicle information",1.10341,1.103
2157,1567076253,243,168,"updating vehicle states",1638.26,4080.75
2157,1567076253,243,168,"updating network state",0.519074,1.492
2157,1567076253,243,168,"predicting ETAs",422.812,1065.91
2157,1567076253,243,168,"writing ETAs to protobuf feed",255.396,276.887
2158,1567076285,244,167,"loading vehicle positions",14.1071,4.306
2158,1567076285,244,167,"updating vehicle information",1.1042,1.104
2158,1567076285,244,167,"updating vehicle states",1403.51,3681.59
2158,1567076285,244,167,"updating network state",0.426401,1.279
2158,1567076285,244,167,"predicting ETAs",466.113,1167.54
2158,1567076285,244,167,"writing ETAs to protobuf feed",250.817,273.54
2159,1567076314,244,162,"loading vehicle positions",14.3168,4.173
2159,1567076314,244,162,"updating vehicle information",1.07827,1.078
2159,1567076314,244,162,"updating vehicle states",1373.3,3963.93
2159,1567076314,244,162,"updating network state",0.435327,1.077
2159,1567076314,244,162,"predicting ETAs",787.164,1469
2159,1567076314,244,162,"writing ETAs to protobuf feed",255.011,274.886
2160,1567076344,243,162,"loading vehicle positions",14.5938,4.373
2160,1567076344,243,162,"updating vehicle information",1.08912,1.089
2160,1567076344,243,162,"updating vehicle states",1667.61,3495.53
2160,1567076344,243,162,"updating network state",0.430175,0.728
2160,1567076344,243,162,"predicting ETAs",4466.82,5247.72
2160,1567076344,243,162,"writing ETAs to protobuf feed",253.733,275.2
2161,1567076374,243,161,"loading vehicle positions",14.3698,4.282
2161,1567076374,243,161,"updating vehicle information",1.14753,1.09
2161,1567076374,243,161,"updating vehicle states",1458.25,3592.97
2161,1567076374,243,161,"updating network state",0.439182,1.067
2161,1567076374,243,161,"predicting ETAs",451.121,1172.49
2161,1567076374,243,161,"writing ETAs to protobuf feed",255.113,276.811
2162,1567076404,246,158,"loading vehicle positions",14.8917,4.387
2162,1567076404,246,158,"updating vehicle information",1.09538,1.095
2162,1567076404,246,158,"updating vehicle states",1263.76,3460.71
2162,1567076404,246,158,"updating network state",0.543002,0.731
2162,1567076404,246,158,"predicting ETAs",588.884,1268.66
2162,1567076404,246,158,"writing ETAs to protobuf feed",258.333,278.883
2163,1567076435,245,169,"loading vehicle positions",14.9215,4.604
2163,1567076435,245,169,"updating vehicle information",1.11076,1.11
2163,1567076435,245,169,"updating vehicle states",1669.42,4205.93
2163,1567076435,245,169,"updating network state",0.419489,0.941
2163,1567076435,245,169,"predicting ETAs",686.796,1451.17
2163,1567076435,245,169,"writing ETAs to protobuf feed",263.025,285.283
2164,1567076464,241,170,"loading vehicle positions",14.6082,4.531
2164,1567076464,241,170,"updating vehicle information",1.11147,1.112
2164,1567076464,241,170,"updating vehicle states",1374.6,3816.17
2164,1567076464,241,170,"updating network state",1.72214,4.9
2164,1567076464,241,170,"predicting ETAs",603.969,1310.44
2164,1567076464,241,170,"writing ETAs to protobuf feed",259.931,282.442
2165,1567076494,243,168,"loading vehicle positions",15.7886,5.026
2165,1567076494,243,168,"updating vehicle information",1.10913,1.109
2165,1567076494,243,168,"updating vehicle states",1482.05,4048.46
2165,1567076494,243,168,"updating network state",0.432131,0.986
2165,1567076494,243,168,"predicting ETAs",557.809,1302.69
2165,1567076494,243,168,"writing ETAs to protobuf feed",262.758,284.787
2166,1567076525,241,167,"loading vehicle positions",15.2066,4.883
2166,1567076525,241,167,"updating vehicle information",1.20503,1.085
2166,1567076525,241,167,"updating vehicle states",1626.26,4515.89
2166,1567076525,241,167,"updating network state",0.454898,0.435
2166,1567076525,241,167,"predicting ETAs",543.437,1167.95
2166,1567076525,241,167,"writing ETAs to protobuf feed",263.191,283.656
2167,1567076555,244,170,"loading vehicle positions",15.36,4.906
2167,1567076555,244,170,"updating vehicle information",1.19178,1.192
2167,1567076555,244,170,"updating vehicle states",1608.37,4212.47
2167,1567076555,244,170,"updating network state",0.622798,1.687
2167,1567076555,244,170,"predicting ETAs",684.684,1516.94
2167,1567076555,244,170,"writing ETAs to protobuf feed",260.646,283.038
2168,1567076585,241,170,"loading vehicle positions",15.0221,5.051
2168,1567076585,241,170,"updating vehicle information",1.09373,1.093
2168,1567076585,241,170,"updating vehicle states",1670.81,4393.32
2168,1567076585,241,170,"updating network state",0.47567,0.951
2168,1567076585,241,170,"predicting ETAs",626.587,1325.3
2168,1567076585,241,170,"writing ETAs to protobuf feed",262.775,282.907
2169,1567076614,241,166,"loading vehicle positions",15.2826,4.867
2169,1567076614,241,166,"updating vehicle information",1.26579,1.265
2169,1567076614,241,166,"updating vehicle states",1438.53,4067.42
2169,1567076614,241,166,"updating network state",0.47984,0.956
2169,1567076614,241,166,"predicting ETAs",705.604,1381.48
2169,1567076614,241,166,"writing ETAs to protobuf feed",261.885,283.737
2170,1567076643,240,163,"loading vehicle positions",14.6584,4.152
2170,1567076643,240,163,"updating vehicle information",2.04455,1.981
2170,1567076643,240,163,"updating vehicle states",1540.62,4050.43
2170,1567076643,240,163,"updating network state",0.418505,1.006
2170,1567076643,240,163,"predicting ETAs",1279.87,2103.52
2170,1567076643,240,163,"writing ETAs to protobuf feed",264.242,284.929
2171,1567076673,242,163,"loading vehicle positions",14.84,4.89
2171,1567076673,242,163,"updating vehicle information",1.19155,1.191
2171,1567076673,242,163,"updating vehicle states",1581.69,4230.75
2171,1567076673,242,163,"updating network state",0.44037,1.321
2171,1567076673,242,163,"predicting ETAs",469.321,1137.04
2171,1567076673,242,163,"writing ETAs to protobuf feed",258.094,279.119
2172,1567076704,240,160,"loading vehicle positions",14.7865,4.667
2172,1567076704,240,160,"updating vehicle information",1.08185,1.081
2172,1567076704,240,160,"updating vehicle states",1247.85,3683.45
2172,1567076704,240,160,"updating network state",0.46927,0.914
2172,1567076704,240,160,"predicting ETAs",489.006,1064.05
2172,1567076704,240,160,"writing ETAs to protobuf feed",257.076,279.594
2173,1567076734,236,164,"loading vehicle positions",13.4522,3.291
2173,1567076734,236,164,"updating vehicle information",1.07478,1.074
2173,1567076734,236,164,"updating vehicle states",1595.86,4146.57
2173,1567076734,236,164,"updating network state",0.438145,1.297
2173,1567076734,236,164,"predicting ETAs",423.833,1098.56
2173,1567076734,236,164,"writing ETAs to protobuf feed",259.648,281.36
2174,1567076763,235,158,"loading vehicle positions",14.7671,4.543
2174,1567076763,235,158,"updating vehicle information",1.04179,1.042
2174,1567076763,235,158,"updating vehicle states",1575.46,4360.38
2174,1567076763,235,158,"updating network state",0.77218,2.018
2174,1567076763,235,158,"predicting ETAs",631.807,1504.71
2174,1567076763,235,158,"writing ETAs to protobuf feed",260.526,282.649
2175,1567076794,233,161,"loading vehicle positions",17.7299,7.211
2175,1567076794,233,161,"updating vehicle information",1.70089,1.632
2175,1567076794,233,161,"updating vehicle states",1483.29,4085.93
2175,1567076794,233,161,"updating network state",2.75701,5.87
2175,1567076794,233,161,"predicting ETAs",505.001,1282.32
2175,1567076794,233,161,"writing ETAs to protobuf feed",258.015,280.535
2176,1567076824,228,159,"loading vehicle positions",14.596,4.51
2176,1567076824,228,159,"updating vehicle information",1.04656,1.047
2176,1567076824,228,159,"updating vehicle states",1402.53,4122.43
2176,1567076824,228,159,"updating network state",0.439266,1.306
2176,1567076824,228,159,"predicting ETAs",453.229,1098.51
2176,1567076824,228,159,"writing ETAs to protobuf feed",258.137,279.031
2177,1567076855,227,163,"loading vehicle positions",16.6392,6.464
2177,1567076855,227,163,"updating vehicle information",1.00618,1.006
2177,1567076855,227,163,"updating vehicle states",1476.49,3924.51
2177,1567076855,227,163,"updating network state",0.425119,1.104
2177,1567076855,227,163,"predicting ETAs",510.733,1167.68
2177,1567076855,227,163,"writing ETAs to protobuf feed",255.37,277.466
2178,1567076883,223,161,"loading vehicle positions",14.615,4.366
2178,1567076883,223,161,"updating vehicle information",1.0252,1.024
2178,1567076883,223,161,"updating vehicle states",1437.19,3776.01
2178,1567076883,223,161,"updating network state",0.485858,0.949
2178,1567076883,223,161,"predicting ETAs",508.179,1112.57
2178,1567076883,223,161,"writing ETAs to protobuf feed",255.493,277.586
2179,1567076914,221,165,"loading vehicle positions",14.8172,4.619
2179,1567076914,221,165,"updating vehicle information",1.0215,1.021
2179,1567076914,221,165,"updating vehicle states",1167.62,3264.36
2179,1567076914,221,165,"updating network state",0.410911,1.052
2179,1567076914,221,165,"predicting ETAs",428.603,1048.55
2179,1567076914,221,165,"writing ETAs to protobuf feed",258.921,280.097
2180,1567076944,216,160,"loading vehicle positions",13.9746,4.298
2180,1567076944,216,160,"updating vehicle information",1.05677,1.056
2180,1567076944,216,160,"updating vehicle states",1471.71,3866.68
2180,1567076944,216,160,"updating network state",0.445257,1.066
2180,1567076944,216,160,"predicting ETAs",1613.28,2333.85
2180,1567076944,216,160,"writing ETAs to protobuf feed",265.143,286.312
2181,1567076975,222,160,"loading vehicle positions",13.9408,4.316
2181,1567076975,222,160,"updating vehicle information",1.02414,1.024
2181,1567076975,222,160,"updating vehicle states",1283.09,3613.84
2181,1567076975,222,160,"updating network state",0.547846,1.519
2181,1567076975,222,160,"predicting ETAs",595.58,1225.99
2181,1567076975,222,160,"writing ETAs to protobuf feed",267.357,276.57
2182,1567077004,220,158,"loading vehicle positions",14.3043,4.232
2182,1567077004,220,158,"updating vehicle information",1.02994,1.03
2182,1567077004,220,158,"updating vehicle states",1271.8,3474.07
2182,1567077004,220,158,"updating network state",0.760379,1.918
2182,1567077004,220,158,"predicting ETAs",492.93,1063.74
2182,1567077004,220,158,"writing ETAs to protobuf feed",252.109,274.618
2183,1567077034,221,157,"loading vehicle positions",16.9926,6.482
2183,1567077034,221,157,"updating vehicle information",1.52365,1.523
2183,1567077034,221,157,"updating vehicle states",1509.66,3999.13
2183,1567077034,221,157,"updating network state",0.431336,0.841
2183,1567077034,221,157,"predicting ETAs",502.3,1147.54
2183,1567077034,221,157,"writing ETAs to protobuf feed",261.187,283.681
2184,1567077065,219,160,"loading vehicle positions",14.4779,4.23
2184,1567077065,219,160,"updating vehicle information",1.03508,1.035
2184,1567077065,219,160,"updating vehicle states",1426.56,4041.5
2184,1567077065,219,160,"updating network state",0.66972,1.178
2184,1567077065,219,160,"predicting ETAs",552.321,1283.78
2184,1567077065,219,160,"writing ETAs to protobuf feed",254.969,274.341
2185,1567077094,219,161,"loading vehicle positions",13.4168,2.978
2185,1567077094,219,161,"updating vehicle information",1.07113,1.071
2185,1567077094,219,161,"updating vehicle states",1295.87,3752.49
2185,1567077094,219,161,"updating network state",0.441183,1.06
2185,1567077094,219,161,"predicting ETAs",457.67,1143.68
2185,1567077094,219,161,"writing ETAs to protobuf feed",266.094,280.707
2186,1567077123,216,158,"loading vehicle positions",17.5499,6.442
2186,1567077123,216,158,"updating vehicle information",1.69405,1.66
2186,1567077123,216,158,"updating vehicle states",1428.61,3495.2
2186,1567077123,216,158,"updating network state",0.409032,1.007
2186,1567077123,216,158,"predicting ETAs",515.093,1184.74
2186,1567077123,216,158,"writing ETAs to protobuf feed",254.596,276.518
2187,1567077154,214,155,"loading vehicle positions",14.2508,3.947
2187,1567077154,214,155,"updating vehicle information",0.993781,0.994
2187,1567077154,214,155,"updating vehicle states",1392.69,3980.47
2187,1567077154,214,155,"updating network state",0.438555,0.997
2187,1567077154,214,155,"predicting ETAs",477.502,1195.51
2187,1567077154,214,155,"writing ETAs to protobuf feed",257.706,276.185
2188,1567077184,215,155,"loading vehicle positions",14.5876,4.137
2188,1567077184,215,155,"updating vehicle information",1.07462,1.074
2188,1567077184,215,155,"updating vehicle states",1518.81,3757.73
2188,1567077184,215,155,"updating network state",0.428938,1.252
2188,1567077184,215,155,"predicting ETAs",435.604,1053.54
2188,1567077184,215,155,"writing ETAs to protobuf feed",257.41,279.369
2189,1567077214,215,155,"loading vehicle positions",13.7724,4.113
2189,1567077214,215,155,"updating vehicle information",1.0019,0.996
2189,1567077214,215,155,"updating vehicle states",1436,3915.86
2189,1567077214,215,155,"updating network state",0.417923,1.244
2189,1567077214,215,155,"predicting ETAs",424.901,1023.26
2189,1567077214,215,155,"writing ETAs to protobuf feed",259.744,270.353
2190,1567077245,216,153,"loading vehicle positions",14.0307,3.948
2190,1567077245,216,153,"updating vehicle information",0.985969,0.986
2190,1567077245,216,153,"updating vehicle states",1288.46,3797.38
2190,1567077245,216,153,"updating network state",0.426353,1.228
2190,1567077245,216,153,"predicting ETAs",2216.96,3098.6
2190,1567077245,216,153,"writing ETAs to protobuf feed",254.637,276.996
2191,1567077274,218,156,"loading vehicle positions",17.2122,6.149
2191,1567077274,218,156,"updating vehicle information",1.74646,1.576
2191,1567077274,218,156,"updating vehicle states",1420.03,3843.05
2191,1567077274,218,156,"updating network state",0.540325,1.28
2191,1567077274,218,156,"predicting ETAs",435.121,958.373
2191,1567077274,218,156,"writing ETAs to protobuf feed",257.428,278.015
2192,1567077305,219,155,"loading vehicle positions",12.7302,2.779
2192,1567077305,219,155,"updating vehicle information",1.10011,1.028
2192,1567077305,219,155,"updating vehicle states",1276.52,3564.47
2192,1567077305,219,155,"updating network state",0.453127,1.34
2192,1567077305,219,155,"predicting ETAs",427.618,944.703
2192,1567077305,219,155,"writing ETAs to protobuf feed",251.296,273.59
2193,1567077334,219,156,"loading vehicle positions",13.9212,3.762
2193,1567077334,219,156,"updating vehicle information",1.01479,1.014
2193,1567077334,219,156,"updating vehicle states",1488.57,3897.62
2193,1567077334,219,156,"updating network state",0.461185,0.887
2193,1567077334,219,156,"predicting ETAs",718.352,1338.24
2193,1567077334,219,156,"writing ETAs to protobuf feed",258.304,280.104
2194,1567077365,218,154,"loading vehicle positions",14.0968,4.01
2194,1567077365,218,154,"updating vehicle information",1.00589,1.003
